temperature,humidity,light_intensity,noise_level,pir_motion,person_count,door_state,window_state,co2_level,gas_leak,smoke_detected,rain_detected,voice_command,room_type,time_of_day,device,state
31.47,76.7,8.41,24.93,0,1,closed,open,571.09,0,0,1,how s the geyser,living_room,afternoon,geyser,ON
22.68,56.04,19.04,24.47,0,0,open,open,1328.85,1,0,1,stop the ac,garage,morning,ac,OFF
32.65,48.33,90.56,66.83,1,2,closed,open,1667.84,0,1,0,is the aquarium_pump on,office,afternoon,aquarium_pump,ON
17.64,48.48,82.45,40.3,1,1,closed,open,1946.59,1,0,0,turn off the cctv_camera,office,evening,cctv_camera,OFF
37.93,60.1,46.39,64.8,0,3,open,closed,1348.04,0,1,0,check the fan,living_room,afternoon,fan,ON
38.15,63.07,13.76,30.59,0,2,closed,closed,468.08,1,1,0,close the window,office,morning,window,OFF
17.93,80.09,35.93,28.25,1,1,open,open,1248.97,1,1,0,deactivate the water_motor,kitchen,morning,water_motor,OFF
26.22,82.26,63.62,53.15,1,3,open,open,1996.94,1,0,1,is the coffee_maker off,bathroom,evening,coffee_maker,OFF
24.47,63.04,19.68,69.48,0,1,open,open,538.78,1,1,1,turn on the window,bathroom,night,window,ON
24.52,63.79,24.43,65.34,1,1,closed,closed,1911.59,1,1,1,turn off the door,garage,evening,door,OFF
38.34,82.39,92.41,62.58,1,0,open,open,879.07,0,1,0,start the water_motor,bedroom,afternoon,water_motor,ON
35.81,61.73,49.16,26.84,0,1,open,open,1626.78,1,0,0,open the air_purifier,bedroom,morning,air_purifier,ON
19.8,78.51,44.69,26.91,1,2,open,closed,1359.43,0,1,1,is the desk_lamp on,garage,morning,desk_lamp,ON
34.11,53.68,65.13,55.5,0,3,closed,closed,1314.71,1,0,1,stop the curtain,balcony,afternoon,curtain,OFF
28.71,73.87,71.5,48.31,1,0,closed,open,1587.82,0,1,0,close the refrigerator,bedroom,evening,refrigerator,OFF
21.53,79.82,54.36,26.46,1,1,closed,open,1023.93,0,0,1,how s the tv,balcony,morning,tv,ON
35.62,49.58,22.46,79.22,0,2,open,open,1936.87,0,1,1,is the refrigerator on,kitchen,evening,refrigerator,ON
34.77,56.9,31.51,46.6,1,2,closed,open,1033.14,1,1,1,open the light,balcony,evening,light,ON
28.05,31.31,61.43,40.96,1,0,closed,open,1818.72,0,1,0,turn on the tv,living_room,evening,tv,ON
28.01,29.52,38.01,39.97,1,2,open,closed,1741.77,0,1,0,status of the ac,balcony,morning,ac,ON
39.27,51.54,27.66,61.75,1,2,open,open,953.49,1,0,0,turn on the air_purifier,bathroom,morning,air_purifier,ON
33.17,87.94,93.23,53.15,1,0,open,closed,788.31,1,1,0,start the aquarium_pump,bedroom,afternoon,aquarium_pump,ON
39.23,41.44,87.18,51.52,0,2,closed,open,1736.65,1,1,0,deactivate the heater,garage,evening,heater,OFF
23.39,81.11,68.71,57.03,1,2,open,open,1739.08,0,1,1,status of the geyser,balcony,afternoon,geyser,ON
37.18,20.44,46.98,19.0,0,2,closed,open,1413.35,1,0,1,activate the dehumidifier,living_room,night,dehumidifier,ON
26.82,27.88,99.94,66.88,1,1,open,open,1716.17,0,1,0,is the dehumidifier off,garage,night,dehumidifier,OFF
26.58,86.52,79.14,14.92,1,0,closed,open,1410.2,1,1,1,check the curtain,office,night,curtain,ON
20.66,27.89,90.44,26.85,1,1,closed,closed,1421.35,0,1,0,deactivate the refrigerator,bathroom,night,refrigerator,OFF
21.05,86.6,15.27,10.64,1,2,closed,open,1890.46,0,0,1,open the door,kitchen,morning,door,ON
20.05,58.34,70.2,17.8,0,2,closed,closed,738.49,1,0,1,turn on the aquarium_pump,kitchen,morning,aquarium_pump,ON
36.98,62.55,29.56,45.7,0,2,closed,open,1102.44,0,1,1,close the door,balcony,night,door,OFF
33.81,74.53,59.38,67.77,1,1,closed,closed,859.46,0,1,0,check the window,office,afternoon,window,ON
26.07,59.43,60.35,11.69,1,1,closed,open,1712.87,1,1,1,stop the music_system,garage,evening,music_system,OFF
16.54,31.45,14.36,17.82,1,0,open,open,926.79,1,0,0,switch off the heater,kitchen,evening,heater,OFF
28.69,54.7,73.79,38.07,1,3,open,open,1990.0,1,1,0,how s the phone_charger,living_room,morning,phone_charger,ON
19.65,60.91,83.24,19.9,1,2,closed,open,1553.03,1,1,0,switch on the aquarium_pump,balcony,morning,aquarium_pump,ON
15.42,39.81,44.71,64.95,1,3,open,open,1446.41,0,0,0,check the refrigerator,living_room,morning,refrigerator,ON
29.26,81.71,9.32,39.87,0,0,open,closed,509.62,0,1,0,turn off the music_system,office,morning,music_system,OFF
22.38,84.52,25.92,58.82,0,1,open,closed,1225.67,0,0,0,activate the air_purifier,living_room,evening,air_purifier,ON
28.42,88.78,81.95,64.06,1,0,open,open,423.66,0,0,1,check the cctv_camera,bathroom,evening,cctv_camera,ON
21.36,37.83,26.87,40.13,0,3,closed,open,630.09,1,0,0,what s up with the heater,kitchen,night,heater,ON
35.49,48.39,37.55,55.6,1,1,open,closed,1978.76,1,0,1,close the aquarium_pump,bathroom,evening,aquarium_pump,OFF
33.27,53.57,41.78,62.84,0,2,closed,open,1497.55,0,1,0,is the tv off,office,evening,tv,OFF
35.66,85.33,24.49,78.15,1,0,open,closed,506.63,0,1,1,close the ac,bathroom,morning,ac,OFF
20.01,49.27,59.05,56.67,0,0,closed,closed,737.65,0,0,1,stop the humidifier,garage,morning,humidifier,OFF
30.82,22.25,95.11,59.28,1,0,closed,open,676.78,1,0,1,deactivate the curtain,bedroom,night,curtain,OFF
33.22,58.57,46.61,35.3,0,2,open,closed,1325.96,1,1,0,is the curtain on,bathroom,evening,curtain,ON
24.45,59.64,99.5,60.16,0,0,open,closed,429.49,0,0,1,close the heater,bathroom,afternoon,heater,OFF
38.03,22.92,40.41,41.37,0,3,open,closed,1233.46,0,1,1,switch on the water_motor,living_room,morning,water_motor,ON
24.55,58.71,49.79,72.48,1,0,closed,closed,1301.67,0,1,1,is the phone_charger off,office,afternoon,phone_charger,OFF
33.82,23.36,92.46,59.86,1,0,open,open,872.07,1,0,1,open the phone_charger,living_room,morning,phone_charger,ON
26.62,84.72,87.72,73.94,0,2,open,closed,612.41,1,1,1,is the music_system off,bedroom,afternoon,music_system,OFF
19.39,54.32,74.77,56.8,0,0,open,closed,1613.5,1,0,0,check the cctv_camera,garage,night,cctv_camera,ON
19.12,45.1,55.2,29.17,0,3,closed,open,1311.28,0,0,0,open the fan,garage,evening,fan,ON
33.25,82.94,67.94,31.03,0,3,open,open,1100.79,1,1,1,start the door,bathroom,morning,door,ON
19.15,82.47,65.9,20.76,0,2,open,open,1943.93,0,0,0,is the humidifier off,garage,evening,humidifier,OFF
19.87,52.48,68.11,26.11,0,1,open,open,1126.12,0,1,1,deactivate the humidifier,bedroom,morning,humidifier,OFF
24.44,38.96,7.91,76.37,1,1,closed,closed,1257.22,1,1,0,stop the window,bathroom,morning,window,OFF
20.17,69.96,36.59,31.48,1,0,open,open,1565.39,0,0,1,is the curtain on,kitchen,night,curtain,ON
30.42,62.66,62.16,76.75,1,0,open,closed,1267.39,1,1,1,start the refrigerator,living_room,afternoon,refrigerator,ON
30.47,50.78,92.57,77.6,1,1,open,closed,1024.49,0,0,1,switch off the air_purifier,kitchen,evening,air_purifier,OFF
38.05,55.81,23.99,10.47,0,0,closed,closed,1009.51,1,1,1,turn on the door,living_room,night,door,ON
37.31,51.86,15.13,16.45,0,0,open,closed,1997.7,1,1,0,deactivate the music_system,bathroom,morning,music_system,OFF
28.57,60.53,13.35,14.53,0,0,closed,closed,717.13,0,0,0,close the music_system,bathroom,morning,music_system,OFF
15.19,82.19,40.61,54.66,0,0,open,open,1060.3,0,1,1,deactivate the light,bathroom,morning,light,OFF
39.77,26.64,45.64,67.1,1,3,open,open,515.56,1,1,1,activate the coffee_maker,bedroom,morning,coffee_maker,OFF
18.77,89.74,75.09,23.95,0,3,open,closed,1487.4,0,1,0,turn on the geyser,living_room,evening,geyser,ON
16.73,87.94,28.06,26.65,0,3,closed,open,1015.12,1,0,1,what s up with the fan,living_room,evening,fan,ON
39.62,66.78,23.67,34.62,1,1,closed,closed,1338.63,1,1,0,what s up with the phone_charger,kitchen,evening,phone_charger,ON
38.28,65.06,57.3,45.35,0,2,open,open,1409.55,1,0,1,switch off the music_system,living_room,morning,music_system,OFF
15.27,72.16,73.59,29.97,1,1,open,closed,455.42,1,0,1,activate the desk_lamp,bathroom,morning,desk_lamp,ON
36.25,38.2,50.37,67.86,0,0,closed,closed,1857.74,0,1,1,start the desk_lamp,garage,afternoon,desk_lamp,ON
22.92,52.46,58.28,13.41,1,2,closed,open,414.98,0,1,1,activate the tv,office,morning,tv,ON
24.05,32.02,13.94,73.28,0,1,open,open,827.7,0,0,1,activate the refrigerator,bedroom,afternoon,refrigerator,ON
37.45,25.83,86.59,26.23,0,0,open,open,1687.95,1,1,1,is the aquarium_pump on,garage,evening,aquarium_pump,ON
36.54,78.39,82.5,30.51,1,0,closed,closed,1338.13,0,0,0,open the water_motor,living_room,afternoon,water_motor,ON
31.72,71.07,37.33,15.61,0,0,open,open,1629.09,1,1,0,deactivate the refrigerator,kitchen,evening,refrigerator,OFF
24.75,86.85,47.4,10.32,1,1,closed,closed,918.94,0,0,1,activate the air_purifier,bedroom,afternoon,air_purifier,ON
36.69,63.43,42.84,61.05,0,1,open,open,1052.35,1,0,0,switch off the door,bathroom,evening,door,OFF
38.55,85.25,96.75,22.3,1,3,open,closed,1858.76,0,1,0,turn off the ac,bathroom,evening,ac,OFF
26.88,68.91,83.91,34.82,1,2,open,open,726.12,1,0,0,how s the refrigerator,balcony,evening,refrigerator,ON
29.87,58.67,57.73,77.17,1,0,open,closed,480.6,0,1,1,is the phone_charger off,bedroom,afternoon,phone_charger,OFF
27.99,69.13,12.47,30.95,1,2,open,open,1052.32,1,0,0,switch off the door,bathroom,morning,door,OFF
36.15,59.48,87.07,71.5,0,3,open,open,1132.44,0,1,1,open the dehumidifier,balcony,night,dehumidifier,ON
30.23,42.14,55.2,33.77,0,0,open,closed,1160.89,1,0,1,is the curtain off,living_room,night,curtain,OFF
38.52,57.63,73.96,70.5,0,2,closed,closed,870.32,0,0,1,switch off the dehumidifier,living_room,afternoon,dehumidifier,OFF
25.14,46.41,54.49,44.43,0,1,closed,closed,1810.22,0,1,1,check the light,balcony,morning,light,ON
34.85,69.63,78.68,75.55,0,0,open,closed,1328.98,1,1,1,check the fan,bathroom,night,fan,ON
28.27,72.38,15.08,79.08,0,3,closed,open,995.16,1,0,1,turn off the curtain,office,evening,curtain,OFF
39.47,25.5,46.55,63.34,1,3,closed,closed,1266.72,0,1,1,deactivate the window,balcony,night,window,OFF
26.18,24.75,90.76,68.98,0,0,open,open,1968.0,1,0,1,check the desk_lamp,living_room,afternoon,desk_lamp,ON
15.03,81.04,27.28,14.04,0,0,open,open,1141.4,1,1,0,open the fan,kitchen,night,fan,ON
30.75,34.83,22.09,68.65,1,2,closed,closed,1747.06,0,0,0,start the geyser,bathroom,morning,geyser,ON
20.26,76.75,89.32,60.3,0,2,closed,open,957.78,1,1,0,open the ac,living_room,morning,ac,ON
39.06,30.72,67.12,12.21,0,1,open,open,1664.38,1,1,1,how s the humidifier,balcony,afternoon,humidifier,ON
29.2,63.59,35.75,63.71,1,0,closed,open,747.15,1,1,0,start the air_purifier,balcony,afternoon,air_purifier,ON
34.46,60.41,23.98,64.78,1,1,closed,closed,1694.1,1,1,1,is the curtain off,bathroom,afternoon,curtain,OFF
34.89,27.47,93.29,54.08,1,3,open,closed,895.36,1,0,1,how s the aquarium_pump,living_room,night,aquarium_pump,ON
28.83,74.18,65.14,62.02,0,3,closed,open,1806.76,1,1,0,switch off the door,garage,morning,door,OFF
15.84,59.15,93.57,30.34,0,2,closed,open,1506.04,0,0,0,how s the window,balcony,night,window,ON
16.49,75.19,97.69,34.44,1,0,open,closed,919.88,0,1,0,what s up with the phone_charger,kitchen,morning,phone_charger,ON
15.91,36.82,80.2,26.89,0,0,open,closed,653.72,1,1,0,switch on the humidifier,bathroom,afternoon,humidifier,ON
25.83,85.03,77.42,47.94,1,0,open,open,1191.08,0,1,1,open the air_purifier,kitchen,night,air_purifier,ON
21.65,86.34,12.4,64.67,1,2,open,closed,1023.04,1,1,0,switch off the curtain,living_room,evening,curtain,OFF
30.55,25.22,48.38,14.67,0,2,open,closed,1209.14,1,1,0,check the curtain,living_room,morning,curtain,ON
35.66,72.24,78.89,47.37,0,1,open,open,806.51,0,0,1,switch off the air_purifier,garage,evening,air_purifier,OFF
15.62,47.05,94.95,25.77,1,0,open,open,1702.16,0,0,1,stop the door,living_room,morning,door,OFF
15.85,70.43,91.74,79.05,1,2,closed,open,695.12,0,0,0,start the curtain,balcony,night,curtain,ON
16.19,78.36,22.99,60.51,0,1,open,open,588.58,0,1,1,is the dehumidifier off,bathroom,afternoon,dehumidifier,OFF
39.04,40.75,50.03,37.59,0,3,open,open,1009.62,1,0,1,turn off the window,garage,morning,window,OFF
18.11,81.41,74.94,38.86,1,2,closed,open,777.17,1,1,1,open the tv,garage,evening,tv,ON
36.49,68.33,11.09,76.03,1,2,closed,open,1969.38,1,0,0,open the humidifier,living_room,afternoon,humidifier,ON
27.61,39.86,51.77,67.55,1,3,closed,open,1030.72,1,0,0,open the coffee_maker,kitchen,morning,coffee_maker,OFF
28.32,43.16,31.86,15.34,1,3,closed,closed,1199.44,1,1,1,how s the window,kitchen,evening,window,ON
33.36,76.9,78.92,44.13,1,3,open,open,1828.68,1,1,0,stop the aquarium_pump,living_room,morning,aquarium_pump,OFF
23.29,66.83,24.51,20.76,1,2,closed,open,1956.33,0,0,0,status of the door,bedroom,morning,door,ON
28.04,41.83,89.44,32.39,1,3,open,closed,1030.48,0,1,0,status of the water_motor,kitchen,evening,water_motor,ON
15.21,45.07,95.41,12.79,1,1,closed,open,403.23,1,0,0,deactivate the door,bathroom,afternoon,door,OFF
38.35,40.85,22.77,14.46,0,1,open,open,1879.24,1,1,0,stop the coffee_maker,living_room,morning,coffee_maker,OFF
33.59,78.06,38.04,57.82,1,3,closed,open,1651.55,0,0,1,stop the geyser,office,afternoon,geyser,OFF
16.32,28.61,22.62,17.58,0,3,open,closed,1525.67,1,0,0,switch on the music_system,bathroom,afternoon,music_system,ON
39.25,41.64,95.16,55.33,0,2,open,closed,1017.27,0,0,1,activate the ac,balcony,morning,ac,ON
17.12,84.64,39.99,60.75,0,3,closed,closed,1886.48,0,0,1,activate the heater,balcony,night,heater,ON
28.66,55.2,81.1,51.67,1,0,open,open,1576.94,1,1,1,what s up with the aquarium_pump,living_room,night,aquarium_pump,ON
21.63,49.54,49.69,47.78,1,1,open,closed,583.59,0,0,1,close the phone_charger,office,evening,phone_charger,OFF
36.19,23.97,14.92,50.97,1,2,open,open,1497.39,1,1,1,how s the door,bedroom,night,door,ON
36.19,80.94,62.56,49.98,0,1,open,open,1948.97,1,1,1,start the desk_lamp,bathroom,afternoon,desk_lamp,ON
18.56,42.78,5.98,72.83,1,3,closed,open,856.14,1,1,1,activate the air_purifier,garage,night,air_purifier,ON
20.56,46.12,52.71,46.92,0,2,open,open,945.58,1,1,0,is the light off,garage,morning,light,OFF
30.55,72.68,85.19,11.69,1,1,open,closed,523.38,0,0,0,switch on the door,bedroom,evening,door,ON
16.45,56.72,64.17,71.31,1,3,open,closed,1495.39,0,1,1,switch off the window,balcony,evening,window,OFF
16.14,75.06,18.57,70.96,1,3,open,open,1650.51,1,0,0,how s the curtain,kitchen,evening,curtain,ON
22.21,32.15,41.33,63.31,0,2,closed,open,504.46,0,1,1,turn off the fan,bathroom,night,fan,OFF
23.78,76.04,21.66,46.7,1,3,closed,closed,1012.23,0,1,0,status of the refrigerator,living_room,morning,refrigerator,ON
16.26,30.0,20.1,53.22,0,0,closed,open,840.3,0,0,0,how s the door,bedroom,morning,door,ON
23.8,26.66,78.05,63.33,0,1,open,open,1306.18,1,0,0,is the desk_lamp on,balcony,evening,desk_lamp,ON
20.55,33.01,57.79,29.58,1,0,closed,open,1808.88,1,0,1,turn off the air_purifier,garage,evening,air_purifier,OFF
36.89,58.49,99.49,77.38,0,0,open,closed,1965.93,1,1,1,switch off the music_system,bedroom,morning,music_system,OFF
22.0,72.35,28.36,36.89,1,1,open,open,1254.66,0,1,1,check the music_system,bedroom,afternoon,music_system,ON
39.92,65.55,15.38,44.36,1,3,closed,open,852.8,1,1,1,what s up with the door,bathroom,evening,door,ON
30.34,79.33,43.39,29.66,1,3,closed,open,671.98,0,0,0,turn off the curtain,living_room,morning,curtain,OFF
28.62,88.21,24.43,26.75,1,2,closed,closed,776.02,1,0,0,open the humidifier,balcony,afternoon,humidifier,ON
27.41,23.27,49.85,60.58,0,0,closed,open,922.8,1,0,0,is the tv on,office,afternoon,tv,ON
24.24,86.05,82.61,66.28,1,3,closed,closed,1468.25,1,1,0,what s up with the dehumidifier,bathroom,night,dehumidifier,ON
36.92,29.35,48.98,20.62,0,1,open,closed,1435.81,1,1,0,turn off the dehumidifier,living_room,night,dehumidifier,OFF
21.24,23.14,8.53,15.97,1,0,closed,closed,1784.2,1,0,1,turn on the fan,balcony,night,fan,ON
25.39,70.73,5.72,71.71,1,0,closed,closed,1975.14,0,1,0,is the cctv_camera off,office,night,cctv_camera,OFF
28.54,57.55,20.05,77.24,1,3,open,closed,970.85,0,0,1,status of the phone_charger,kitchen,night,phone_charger,ON
32.55,87.82,36.29,69.26,1,2,closed,closed,1318.37,0,1,0,deactivate the aquarium_pump,garage,morning,aquarium_pump,OFF
23.62,45.56,11.51,32.47,1,2,open,closed,1138.5,0,0,0,deactivate the tv,garage,morning,tv,OFF
36.4,30.92,40.86,16.6,1,2,closed,open,427.36,1,0,1,how s the geyser,bedroom,evening,geyser,ON
33.34,48.78,69.58,73.69,1,2,open,closed,1023.87,0,1,1,is the coffee_maker on,balcony,evening,coffee_maker,OFF
17.97,45.42,72.95,66.9,1,1,open,closed,1723.74,0,0,0,turn off the light,bedroom,evening,light,OFF
18.18,49.03,89.74,45.09,0,2,closed,closed,1577.95,1,0,0,turn on the cctv_camera,kitchen,morning,cctv_camera,ON
19.77,45.94,83.22,11.59,1,0,open,open,986.63,0,0,1,stop the desk_lamp,living_room,night,desk_lamp,OFF
32.74,41.33,11.98,33.66,0,3,open,open,1546.38,0,1,1,switch on the humidifier,kitchen,evening,humidifier,ON
18.83,75.28,81.69,52.42,1,2,closed,open,1261.62,0,1,1,how s the door,bedroom,evening,door,ON
17.61,36.9,53.07,30.22,1,3,closed,open,1195.11,1,1,0,close the heater,bedroom,morning,heater,OFF
22.32,22.01,28.71,52.45,0,2,closed,open,1155.05,1,1,0,what s up with the cctv_camera,bathroom,afternoon,cctv_camera,ON
19.18,41.2,91.36,34.93,1,1,open,closed,1578.54,1,1,0,is the desk_lamp on,garage,night,desk_lamp,ON
23.85,33.2,87.36,56.66,0,0,open,open,1948.28,1,1,0,start the geyser,bathroom,evening,geyser,ON
35.73,31.24,33.65,65.76,1,3,open,open,1516.1,0,0,0,what s up with the water_motor,bathroom,night,water_motor,ON
20.7,74.23,60.0,41.65,0,0,closed,open,1401.35,0,1,1,turn off the coffee_maker,kitchen,afternoon,coffee_maker,OFF
39.73,49.31,52.79,46.67,1,2,open,closed,1292.2,1,1,0,is the air_purifier on,garage,evening,air_purifier,ON
23.32,38.39,15.51,64.48,0,0,closed,closed,1397.88,1,0,0,is the refrigerator off,garage,evening,refrigerator,OFF
39.16,28.74,45.63,18.42,0,2,closed,closed,1431.58,0,0,0,deactivate the light,kitchen,afternoon,light,OFF
37.1,68.68,69.27,51.33,0,0,closed,closed,1471.29,0,1,0,activate the dehumidifier,bathroom,night,dehumidifier,ON
33.0,23.26,94.17,69.28,0,3,open,closed,1826.82,1,0,0,switch on the music_system,bedroom,evening,music_system,ON
38.29,29.51,81.27,53.22,0,2,closed,closed,1376.05,0,0,0,switch off the dehumidifier,bathroom,evening,dehumidifier,OFF
33.22,38.4,79.62,37.54,0,0,closed,open,550.47,1,0,0,what s up with the geyser,garage,evening,geyser,ON
26.09,72.25,88.18,76.91,0,1,closed,open,949.83,0,0,1,switch off the coffee_maker,bathroom,night,coffee_maker,OFF
32.19,22.83,73.28,66.42,0,1,closed,closed,575.03,0,0,0,close the aquarium_pump,bathroom,evening,aquarium_pump,OFF
32.42,68.6,30.51,54.24,1,3,open,open,1049.91,0,0,0,deactivate the refrigerator,kitchen,morning,refrigerator,OFF
30.37,71.89,49.45,26.24,1,3,open,closed,640.38,1,1,1,status of the ac,bedroom,morning,ac,ON
29.81,36.18,74.71,28.44,0,2,closed,closed,915.81,1,0,0,check the music_system,balcony,afternoon,music_system,ON
35.87,53.31,21.79,16.82,1,0,closed,open,1093.17,0,0,0,open the music_system,bathroom,evening,music_system,ON
35.54,70.25,25.12,13.36,1,1,closed,open,1611.85,0,1,1,activate the desk_lamp,kitchen,morning,desk_lamp,ON
18.38,30.76,42.6,22.62,1,3,open,open,1974.56,1,1,0,is the humidifier on,bathroom,morning,humidifier,ON
37.08,53.08,31.57,72.64,0,1,closed,closed,764.04,0,1,1,how s the light,garage,afternoon,light,ON
36.76,50.09,31.11,71.25,1,1,closed,closed,1610.43,0,0,0,status of the heater,living_room,evening,heater,ON
32.79,39.77,12.09,60.13,1,2,closed,open,1431.26,1,0,0,close the curtain,balcony,afternoon,curtain,OFF
29.18,34.57,66.16,61.66,1,3,closed,closed,1313.22,0,1,1,activate the curtain,bedroom,evening,curtain,ON
24.88,42.63,85.02,19.51,1,3,closed,closed,977.71,1,0,1,is the cctv_camera off,office,morning,cctv_camera,OFF
31.17,34.94,9.57,46.66,0,1,open,open,1528.3,1,1,0,what s up with the humidifier,bathroom,afternoon,humidifier,ON
39.51,29.99,52.38,73.72,1,0,open,closed,1504.21,0,0,0,turn on the door,garage,morning,door,ON
34.21,84.23,85.02,42.39,0,0,open,closed,1688.77,1,1,1,deactivate the cctv_camera,kitchen,evening,cctv_camera,OFF
16.61,35.72,22.6,51.04,1,1,open,open,1565.6,1,1,0,is the aquarium_pump on,living_room,evening,aquarium_pump,ON
21.13,41.07,50.79,78.98,0,0,closed,closed,1449.12,0,0,0,is the humidifier off,balcony,afternoon,humidifier,OFF
27.13,31.45,41.35,69.8,0,3,closed,closed,966.46,0,0,1,what s up with the fan,balcony,evening,fan,ON
39.88,78.81,24.55,33.72,0,3,closed,closed,829.99,1,0,1,start the geyser,office,night,geyser,ON
27.09,65.04,79.09,74.42,1,3,open,closed,1329.37,0,1,1,how s the fan,office,morning,fan,ON
31.91,67.65,42.32,50.12,1,3,closed,open,1337.08,1,1,0,is the air_purifier off,living_room,night,air_purifier,OFF
33.9,53.58,96.29,21.68,1,2,closed,closed,1691.76,0,0,1,status of the light,office,night,light,ON
36.45,31.7,55.85,42.32,1,1,open,closed,1982.94,1,1,0,what s up with the aquarium_pump,bedroom,afternoon,aquarium_pump,ON
18.16,47.59,9.4,59.69,0,1,closed,closed,1620.99,0,0,0,close the ac,balcony,morning,ac,OFF
15.84,44.94,16.28,34.26,1,3,closed,closed,562.38,0,1,0,open the heater,kitchen,night,heater,ON
16.01,83.8,22.0,48.31,1,3,open,closed,1410.79,0,0,1,switch on the light,bedroom,evening,light,ON
33.33,69.41,6.53,35.66,1,0,open,closed,1425.34,0,1,1,switch off the humidifier,bedroom,afternoon,humidifier,OFF
